Unnamed: 0,emotion_x,ID_frase,conv,text,speaker,video_name,emocion_code
278,surprise,5,34,I hit her in the eye ! I hit her in the eye ! This is the worst break ... up in the history of the world .,Chandler,dia42utt5.wav,5
4662,anger,3,603,"Especially by that professor we ran into last night , Judgey von Holierthanthou .",Ross,dia907utt3.wav,0
8974,fear,4,1193,Why are we in bed together ?,Ross,dia779utt4.wav,2
1652,anger,12,222,"And before you know it , she is with him .",Joey,dia325utt12.wav,0
4277,joy,5,552,"Man . Five hundred dollars . That is a lot of electricity , huh ? Whoo ... ho ... ho !",Joey,dia825utt5.wav,3
3979,surprise,1,515,"Oh ... oh ... oh , yeah ! That is right , you take good care of those babies !",Joey,dia770utt1.wav,5
4448,joy,8,575,Rach ? Hi !,Ross,dia863utt8.wav,3
858,anger,5,106,Why will not I be married when I am 40 ?,Monica,dia147utt5.wav,0
5361,anger,15,699,"Okay , I can not just be a way to kill time til you meet someone better !",Phoebe,dia1049utt15.wav,0
834,disgust,14,103,"Oh god , oh god . I am like those women that you see with shiny guys named Chad .",Monica,dia142utt14.wav,1
2793,joy,9,375,You love her !,Monica,dia560utt9.wav,3
6454,surprise,13,854,"Oh also , you might be interested to know that I have a Ph . D .",Jim,dia1255utt13.wav,5
1518,anger,12,206,"You keep the old ones in the back , that is so ageist .",Phoebe,dia301utt12.wav,0
8479,joy,2,1128,Hi !,Rachel and Bonnie,dia455utt2.wav,3
1297,joy,4,174,"Oh , this will be so much fun !",Phoebe,dia254utt4.wav,3
806,joy,11,102,Look he is a great guy and I love being with him but ... you know .,Monica,dia141utt11.wav,3
397,surprise,10,50,"I have ... and I remember this part vividly ... a mouthful of pumpkin pie , and this is the moment my parents choose to tell me they are getting divorced .",Chandler,dia69utt10.wav,5
7977,joy,11,1054,"Hey , hey , Yertle the Turtle . A classic .",Ross,dia67utt11.wav,3
2692,anger,1,363,"Ross ... Ross ... Ross ... Ross ! Stay away from that guy , and that guy . And that one ... Dude ! They are all huge !",Joey,dia544utt1.wav,0
6740,anger,2,898,"Well , I ... I said yes .",Rachel,dia1319utt2.wav,0
5125,surprise,9,665,"And I never used to be able to just talk to girls in bars , but I got like 20 phone numbers last night .",Tag,dia998utt9.wav,5
2320,anger,14,313,"All right look , I am changing it to 50 bucks , or your best offer .",Chandler,dia466utt14.wav,0
5241,joy,17,685,I love it ! !,Phoebe,dia1031utt17.wav,3
5364,anger,2,700,Another cheesecake came ! They delivered it to the wrong address again !,Chandler,dia1050utt2.wav,0
6203,anger,10,813,Oh really ? That is how treat a friend ? You get her in trouble and then refuse to marry her ?,Dr. Green,dia1206utt10.wav,0
2489,surprise,8,335,"All right , umm , we are not gonna really keep it this way though .",Monica,dia499utt8.wav,5
8183,anger,7,1082,But what does that gonna do ...,Joey,dia228utt7.wav,0
7415,surprise,7,977,You made pancakes ?,Monica,dia530utt7.wav,5
5014,surprise,13,647,What happened ? You still have the Monica wedding fund do not you ?,Monica,dia977utt13.wav,5
8425,anger,4,1122,Hot coffee ! ! !,Tommy,dia421utt4.wav,0
8727,anger,12,1159,"There was a ring , in a box , on my nightstand , after you left , it was gone !",Joey,dia598utt12.wav,0
4467,joy,2,577,"Ho ... oh , he is gonna get some !",Chandler,dia866utt2.wav,3
2641,surprise,3,357,What the heck is that ?,Joey,dia533utt3.wav,5
229,anger,15,27,"Hey , hey , hey , her stuff was not in it .",Woman,dia35utt15.wav,0
274,sadness,16,33,I am outta here .,Monica,dia41utt16.wav,4
4381,anger,3,568,"Ross , she is not weird , she just wants her stuff to be one of a kind .",Rachel,dia851utt3.wav,0
6405,joy,6,843,No . Ooohh,Monica,dia1243utt6.wav,3
4266,joy,7,550,"Hey uh , would you two girls like to go for a drink ?",Joey,dia823utt7.wav,3
7228,surprise,1,954,You had no right to tell me you ever had feelings for me .,Ross,dia215utt1.wav,5
876,anger,6,107,"Ow , ow , ow , ow , leg cramp , leg cramp , leg cramp .",Carol,dia149utt6.wav,0
2574,joy,8,346,So what job did you get Joe ?,Chandler,dia515utt8.wav,3
9597,joy,7,1263,"Oh yeah , probably at the end . Oh my God ! He only took pictures of my breasts !",Mona,dia1223utt7.wav,3
8448,anger,7,1124,"Yeah , I said what was okay when I thought she was some weird bald chick . I mean , you know , that girl has got hair all over her head !",Rachel,dia435utt7.wav,0
3773,joy,9,490,Hey guys ! What you been doing ?,Joey,dia729utt9.wav,3
9485,anger,12,1247,"An ... an ... anyway I ... I just wanted to say that since I am getting your brain when you leave the show , I was wondering if there was any tips you can give me",Joey,dia1086utt12.wav,0
582,sadness,15,68,"... No , we hate him .",All,dia93utt15.wav,4
8005,surprise,13,1055,"Shh . He did it . He told her off , and not just about the kiss , about everything .",Joey,dia79utt13.wav,5
2209,sadness,5,300,What are you crazy ? !,Monica,dia446utt5.wav,4
9519,anger,3,1253,You can not marry him !,Monica,dia1160utt3.wav,0
1731,sadness,8,234,"I can get a quick bite to eat , but then I have to come back up here .",Rachel,dia344utt8.wav,4
5044,surprise,3,652,"You do not ? Well , that is the difference between a professional and a layman .",Monica,dia982utt3.wav,5
3804,joy,10,494,I am kidding .,Kim,dia734utt10.wav,3
1177,fear,20,159,Oh Joey do not !,Monica,dia232utt20.wav,2
4738,joy,7,614,Hey guys !,Joey,dia924utt7.wav,3
1315,surprise,6,177,"A coffee to go , please .",Isabella,dia257utt6.wav,5
1868,sadness,8,253,"God , and now I just can not stop picturing with her , I can not , it does not matter what you say , or what you do , Ross .",Rachel,dia371utt8.wav,4
3281,surprise,12,432,What are you doing ?,Ross,dia641utt12.wav,5
7385,surprise,4,972,Noooo ! !,Phoebe,dia462utt4.wav,5
9679,surprise,10,1272,A doctor at this hospital ?,Nurse,dia1294utt10.wav,5
7204,anger,12,950,"Oh , please , you wanted to get caught .",Rachel,dia182utt12.wav,0
7518,anger,11,987,"Your other student , was you !",Joey,dia684utt11.wav,0
4354,anger,8,562,Well you are whippin so slow ! Can not you do it any faster ?,Joey,dia839utt8.wav,0
1937,sadness,1,261,"And you know what , I just realised , in the last year I have only gone out with two guys , Richard and Julio .",Monica,dia385utt1.wav,4
8908,joy,5,1181,Yes ! You are so smart ! I love you .,Monica,dia722utt5.wav,3
9185,surprise,6,1215,Oh my God ! You are a 30 year old virgin !,Rachel,dia879utt6.wav,5
2452,joy,9,330,Yeah ... yeah . And the craziest thing is that I just ate a whole pizza by myself !,Joey,dia490utt9.wav,3
1958,surprise,11,264,You are our age !,Chandler,dia388utt11.wav,5
5884,anger,5,772,I do not think you could ever do that .,Phoebe,dia1135utt5.wav,0
5780,joy,15,756,Hi ! Nice to meet you !,Chandler,dia1117utt15.wav,3
7248,joy,5,956,Hey Mon !,Ross,dia224utt5.wav,3
8917,joy,4,1183,"She is kidding , but do not ever disagree with her again . Okay , now I am kidding !",Nancy,dia733utt4.wav,3
8402,joy,6,1119,Hey !,Joey,dia414utt6.wav,3
3289,fear,9,434,"Yes , but you cannot tell anyone ! No one knows !",Monica,dia644utt9.wav,2
2512,disgust,5,338,You are marinara sauce tasted like tomato juice !,Monica,dia504utt5.wav,1
9285,anger,1,1226,"Chandler , we said we would meet at the coffeehouse at six .",Monica,dia931utt1.wav,0
2133,surprise,16,286,You did not break up with that fireman ?,Rachel,dia427utt16.wav,5
6182,joy,1,811,I love your place ! Where is this guy from ?,Mona,dia1204utt1.wav,3
8635,joy,6,1149,"Well , we are not really that close . Okay , so I guess this is uh , good ... bye then .",Chandler,dia547utt6.wav,3
4660,joy,6,602,"I can smell it a little , bake the pie .",Phoebe,dia906utt6.wav,3
8275,anger,3,1094,That cup is mine !,Ross,dia294utt3.wav,0
6718,surprise,14,894,Really ? ! Even Ross ?,Rachel,dia1314utt14.wav,5
6483,surprise,3,860,"Uh me ? Gay ? No ! No . No , but I have a number of close friends who are .",Joey,dia1265utt3.wav,5
4435,anger,6,574,You did !,Monica and Rachel,dia861utt6.wav,0
6192,surprise,2,813,You got Rachel pregnant ? !,Mona,dia1206utt2.wav,5
9269,fear,10,1223,"This actor friend and he would kill me if he thought I was doing this umm , but umm would it be possible for him to get an audition for your movie say on Thursday ?",Chandler,dia909utt10.wav,2
1984,anger,6,265,"You look at me , and it is nothin .",Joey,dia389utt6.wav,0
3691,surprise,1,481,"I just ... I thought you guys were doing it , I did not know you were in love !",Phoebe,dia714utt1.wav,5
4071,joy,1,525,"Okay ! So , we will just stay married .",Rachel,dia781utt1.wav,3
8322,surprise,6,1104,"Wow , that was kinda brutal .",Joey,dia341utt6.wav,5
5926,sadness,3,779,Then she will have to come back here and live all alone .,Rachel,dia1147utt3.wav,4
218,disgust,2,27,"Oh , excuse me . I was kinda using that machine .",Rachel,dia35utt2.wav,1
6755,anger,8,898,It is wrong .,Monica,dia1319utt8.wav,0
7750,sadness,7,1018,You are right . Maybe I should not even go on the call back .,Joey,dia1115utt7.wav,4
3790,joy,2,493,Really ? That is great !,Ross,dia732utt2.wav,3
2364,joy,8,320,"Ehh , you know after high school , you just kinda lose touch . Oh yeah ! I ran into Richard Dorfman .",Chip,dia474utt8.wav,3
1520,fear,15,206,"Well , they go into the chipper .",Joey,dia301utt15.wav,2
9598,joy,10,1263,"Okay . Okay , here is a good one of us .",Mona,dia1223utt10.wav,3
8555,anger,4,1137,"Stupid , useless Canadian money !",Chandler,dia502utt4.wav,0
8295,joy,3,1098,"I am not supposed to drink coffee , it makes me gassy .",Mr. Kaplan,dia309utt3.wav,3
6071,joy,6,796,"Anyway , umm so I was um , I was hiking",Ross,dia1175utt6.wav,3
5789,joy,7,758,"Ooh , remember the time I uh , I pinned you down and tickled you til you cried ?",Ross,dia1119utt7.wav,3
6973,anger,6,925,"Which you are not , because you have totally hung up on him !",Rachel,dia1359utt6.wav,0
6054,anger,9,794,I mean we should get free stuff too !,Monica,dia1170utt9.wav,0
5510,joy,7,721,"Well I do not know , I ... I suppose we may have favored you unconsciously , you were a medical marvel ! The doctor said your mother could",Mr. Geller,dia1076utt7.wav,3
254,sadness,3,32,"You know , it is like the first time I had to make dinner for myself , after Carol left me ?",Ross,dia40utt3.wav,4
7487,joy,8,983,You are so great ! I love you !,Chandler,dia660utt8.wav,3
5118,joy,2,665,"Hi Tag ! Hey , so did you have fun with uh , with Joey last night ?",Rachel,dia998utt2.wav,3
6630,anger,5,883,Are you looking at her ? !,Evil Bitch,dia1291utt5.wav,0
9318,surprise,3,1230,He went out with my wife !,The Dry Cleaner,dia943utt3.wav,5
6169,sadness,10,810,There is not gonna be a wedding . Ross and I are not getting married .,Rachel,dia1203utt10.wav,4
7872,joy,10,1033,Hi Ross !,Mrs. Green,dia1271utt10.wav,3
1094,surprise,7,144,"Listen , it was nice to see you . I gotta run backstage .",Steve,dia205utt7.wav,5
5290,sadness,12,689,"Because ! Because , it ... it ... it is ... It would be like you having this guitar and ... and never playing it . Okay , this guitar wants to be played !",Ross,dia1035utt12.wav,4
8317,sadness,2,1104,No . But thanks .,Phoebe,dia341utt2.wav,4
8251,anger,18,1091,Monica kinda trusted me with something and she should not have !,Phoebe,dia279utt18.wav,0
1206,joy,8,163,"Oh yeah , I picked a guy , 37135 .",Monica,dia238utt8.wav,3
7067,joy,4,937,He is open !,Chandler,dia23utt4.wav,3
4490,disgust,13,581,You are disgusting !,Phoebe,dia871utt13.wav,1
6295,surprise,3,828,"Look at that guy by the window , wow !",Rachel,dia1221utt3.wav,5
5248,fear,2,686,"Don’t worry , I’m brave ! I am brave ! I ... I am brave !",Chandler,dia1032utt2.wav,2
1183,anger,3,160,Why have you been following me ?,Phoebe,dia233utt3.wav,0
5036,anger,2,651,Just because he is got a bigger boat he thinks he can take up the whole river .,Joey,dia981utt2.wav,0
8999,anger,2,1195,"I mean , all I am asking for is just a little emotion !",Monica,dia790utt2.wav,0
2947,fear,3,397,I can not believe you are not picking me .,Joey,dia589utt3.wav,2
7911,joy,6,1040,I thought so many times about calling him and asking him out . I guess I really missed my chance .,Kori,dia1335utt6.wav,3
6349,joy,21,834,I will be fun .,Joey,dia1230utt21.wav,3
3347,fear,8,440,It is Danny .,Monica,dia652utt8.wav,2
597,joy,11,72,Hi . She said yes .,Ross,dia98utt11.wav,3
32,sadness,1,7,"Sorry I am late , I was stuck at work . There was this big dinosaur ... thing ... anyway .",Ross,dia8utt1.wav,4
5258,joy,9,686,My roommate says that they taste like little drops of heaven .,Gary,dia1032utt9.wav,3
574,joy,1,68,"Hey , Pheebs .",All,dia93utt1.wav,3
8180,anger,3,1082,A little birdie told me something about you wanting to rip your arm off and throw it at me .,Janice,dia228utt3.wav,0
5135,joy,3,669,"Yeah , we look great together .",Joey,dia1003utt3.wav,3
7600,surprise,1,1000,Aww !,All,dia852utt1.wav,5
5831,anger,8,763,So ... If you wear that you will make mine less special .,Chandler,dia1125utt8.wav,0
5265,sadness,15,686,"Um , listen , I am sorry , but I will put some out first thing in the morning .",Monica,dia1032utt15.wav,4
8861,surprise,3,1176,"Look , it is not that big of a deal , so Monica and Chandler are doing it .",Joey,dia691utt3.wav,5
3491,sadness,16,459,"I know , I know ! I just can not keep this one in , so I pick up the phone",Rachel,dia686utt16.wav,4
4111,sadness,4,530,It still does not work .,Chandler,dia786utt4.wav,4
9538,surprise,21,1253,The guy left this .,Joey,dia1160utt21.wav,5
3461,anger,13,455,And you can leave the hurt bunny look over there too !,Phoebe,dia678utt13.wav,0
4188,fear,7,539,"Okay , it is not a check . They are saying your health insurance expired because , you did not work enough last year .",Chandler,dia803utt7.wav,2
9377,sadness,6,1237,Are you gonna break up with me if I get fat again ?,Monica,dia1010utt6.wav,4
5515,surprise,2,722,"Oh my God ! So was she ! Oh , I have got ... I have got goose bumps .",Phoebe,dia1078utt2.wav,5
526,anger,8,63,"Oh , I feel so stupid !",Rachel,dia86utt8.wav,0
2455,surprise,10,330,Wait ! You are going out with Kathy !,Chandler,dia490utt10.wav,5
2598,sadness,17,349,"I am Rhonda , and these are not real !",Tour Guide,dia521utt17.wav,4
1396,disgust,5,185,Yeah huh ! ! Cover yourself up !,Monica,dia268utt5.wav,1
1140,anger,2,153,Yes .,Monica,dia219utt2.wav,0
9430,joy,3,1244,That is really beautiful . What does it mean ?,Phoebe,dia1060utt3.wav,3
804,surprise,7,102,Oh .,Rachel,dia141utt7.wav,5
6441,sadness,4,852,"No , it is still wet .",Mona,dia1253utt4.wav,4
9178,joy,5,1214,"Can ... can I get your autograph , I am your biggest fan .",The Fan,dia867utt5.wav,3
5385,sadness,3,704,"David the scientist guy , David that I was in love with , David who went to Russia and broke my heart David !",Phoebe,dia1054utt3.wav,4
939,surprise,8,117,"Oh , it is so pretty . This must have cost him a fortune .",Phoebe,dia162utt8.wav,5
961,disgust,1,122,"I am just saying , if I see one more picture of Ed Begley Jr ... in that stupid electric car , I am gonna shoot myself !",Carl,dia168utt1.wav,1
1759,joy,1,239,"Aw , you are right , you are right . I am sorry .",Leslie,dia351utt1.wav,3
4093,joy,6,527,"Yeah , you know the license plate game ?",Hitchhiker,dia783utt6.wav,3
7652,joy,8,1007,I am extremely talented !,Phoebe,dia918utt8.wav,3
2646,joy,1,359,"Okay , I have got some Ones , you wanna put them in her panties ?",Monica,dia538utt1.wav,3
1266,disgust,5,171,"Nothing . It is just old and dingy , that is all .",Joey,dia249utt5.wav,1
5521,sadness,11,722,I really wished they would care just a little bit though .,Earl,dia1078utt11.wav,4
9792,surprise,1,1285,"I never sucked , I actually did not want you to know how good I was !",Chandler,dia1374utt1.wav,5
685,surprise,5,88,"Oh , hello , kettle ? This is Monica . You are black .",Phoebe,dia120utt5.wav,5
4995,joy,9,646,You found my book ? !,Rachel,dia976utt9.wav,3
